0               0 * .522
61              0 + ((2 + (5!)) / 2)
62              0 + (2 + ((5!) / 2))
63              (0!) - (2 * (2 ^ 5))
64              0 + (2 * (2 ^ 5))
65              (0!) + (2 * (2 ^ 5))
66              2 * ((0!) + (2 ^ 5))
69              2 - (√((0!) + ((2 + 5)!)))
71              √((0!) + ((5 + (√(2 + 2)))!))
72              .2 / (2 / (((0!) + 5)!))
73              2 + (√((0!) + ((2 + 5)!)))
75              (5 * ((0!) + 2)) / .2
80              (((0!) - 5) ^ 2) / .2
81              ((0!) - (2 * 5)) ^ 2
84              (5!) * (.2 + ((0!) / 2))
88              (5!) - (2 ^ ((0!) / .2))
90              (5!) - ((((0!) + 2)!) / .2)
94              2 - ((5!) * ((0!) - .2))
95              (0!) - ((5!) - ((2 + 2)!))
96              0 + ((5!) - ((2 + 2)!))
97              (0!) + ((5!) - ((2 + 2)!))
98              2 - ((5!) / ((0!) + .2))
99              (0!) - ((2 * 5) ^ 2)
100             0 + ((2 * 5) ^ 2)
101             (0!) + ((2 * 5) ^ 2)
102             2 + ((5!) / ((0!) + .2))
105             5 + (2 / .02)
108             (5!) * ((0!) - (.2 / 2))
109             (0!) - ((5!) - (2 / .2))
110             0 + ((5!) - (2 / .2))
111             (0!) + ((5!) - (2 / .2))
112             2 - ((5!) - (((0!) + 2)!))
113             2 + (5 - (((0!) / .2)!))
114             √(((5!) - (((0!) + 2)!)) ^ 2)
115             (0!) - ((5!) - (2 + 2))
116             0 + ((5!) - (2 + 2))
117             (0!) + ((5!) - (2 + 2))
118             0 + ((5!) - (√(2 + 2)))
119             0 + ((5!) - (.2 / .2))
120             0 + (5 * ((2 + 2)!))
121             0 + ((5!) + (.2 / .2))
122             0 + ((5!) + (√(2 + 2)))
123             (0!) - ((5!) + (2 + 2))
124             0 + ((5!) + (2 + 2))
125             0 + (√(√(√(5 ^ ((2 + 2)!)))))
126             (0!) + (√(√(√(5 ^ ((2 + 2)!)))))
127             (0!) - (2 ^ (2 + 5))
128             0 + (2 ^ (2 + 5))
129             (0!) - ((5!) + (2 / .2))
130             0 + ((5!) + (2 / .2))
131             (0!) + ((5!) + (2 / .2))
132             (5!) * ((0!) + (.2 / 2))
135             (5!) + (((0!) + 2) / .2)
139             5 - (.2 * ((((0!) + 2)!)!))
142             2 * (√((0!) + ((2 + 5)!)))
143             (0!) - ((5!) + ((2 + 2)!))
144             0 + ((5!) + ((2 + 2)!))
145             (0!) + ((5!) + ((2 + 2)!))
146             2 + (.2 * (((0!) + 5)!))
148             2 - ((5!) / ((0!) - .2))
149             5 + (.2 * ((((0!) + 2)!)!))
150             (((0!) + 5) / .2) / .2
152             2 + ((5!) / ((0!) - .2))
155             ((0!) - (2 ^ 5)) / .2
156             (5!) + ((((0!) + 2)!) ^ 2)
159             (0!) - ((2 ^ 5) / .2)
160             0 + ((2 ^ 5) / .2)
161             (0!) + ((2 ^ 5) / .2)
165             ((0!) + (2 ^ 5)) / .2
168             .2 * ((5!) + ((((0!) + 2)!)!))
169             (2 + (√((0!) + (5!)))) ^ 2
180             (((0!) + 5) ^ 2) / .2
184             (5!) + (2 ^ (((0!) + 2)!))
192             2 * ((5!) * ((0!) - .2))
200             (2 / .05) / .2
215             (0!) + ((5!) * (.2 - 2))
216             0 + ((5!) * (.2 - 2))
217             (0!) - ((5!) * (.2 - 2))
220             (5!) + (2 / .02)
225             (5 * ((0!) + 2)) ^ 2
228             2 * ((5!) - (((0!) + 2)!))
230             2 * (5 - (((0!) / .2)!))
234             2 * ((0!) + (2 - (5!)))
235             (0!) + (2 * (2 - (5!)))
236             0 + (2 * (2 - (5!)))
237             (0!) - (2 * (2 - (5!)))
238             0 + (2 - (2 * (5!)))
239             (0!) - ((5!) * (√(2 + 2)))
240             0 + ((5!) * (√(2 + 2)))
241             (0!) + ((5!) * (√(2 + 2)))
242             0 + (2 + (2 * (5!)))
243             (0!) - (2 * (2 + (5!)))
244             0 + (2 * (2 + (5!)))
245             (0!) + (2 * (2 + (5!)))
246             2 * ((0!) + (2 + (5!)))
248             2 - (5 / .02)
250             2 * (5 ^ ((0!) + 2))
252             2 + (5 / .02)
255             (0!) - (√(√(2 ^ (2 ^ 5))))
256             0 + (√(√(2 ^ (2 ^ 5))))
257             (0!) + (√(√(2 ^ (2 ^ 5))))
263             (0!) - ((5!) * 2.2)
264             0 + ((5!) * 2.2)
265             (0!) + ((5!) * 2.2)
275             ((√((0!) + (5!))) / .2) / .2
288             .2 * (2 * (((0!) + 5)!))
295             ((0!) - ((5!) / 2)) / .2
299             (0!) - ((5!) / (.2 + .2))
300             0 + ((5!) / (.2 + .2))
301             (0!) + ((5!) / (.2 + .2))
305             ((0!) + ((5!) / 2)) / .2
320             (2 ^ ((0!) + 5)) / .2
336             (5!) * ((0!) - (.2 - 2))
355             (√((0!) + ((2 + 5)!))) / .2
358             2 - ((((0!) + 5)!) / 2)
359             (0!) - ((((5 - 2)!)!) / 2)
360             0 + ((((5 - 2)!)!) / 2)
361             (0!) + ((((5 - 2)!)!) / 2)
362             2 + ((((0!) + 5)!) / 2)
365             5 + (((((0!) + 2)!)!) / 2)
384             (5!) * ((0!) + 2.2)
400             (((0!) - 5) / .2) ^ 2
420             ((5!) + ((((0!) + 2)!)!)) / 2
476             2 * (2 * ((0!) - (5!)))
478             2 * ((0!) - (2 * (5!)))
479             (0!) - ((5!) * (2 + 2))
480             0 + ((5!) * (2 + 2))
481             (0!) + ((5!) * (2 + 2))
482             2 * ((0!) + (2 * (5!)))
484             2 * (2 * ((0!) + (5!)))
486             2 * (((0!) + 2) ^ 5)
500             ((5!) / ((0!) + .2)) / .2
512             2 ^ ((2 * 5) - (0!))
529             ((0!) - (.2 * (5!))) ^ 2
570             ((5!) - (((0!) + 2)!)) / .2
574             2 - (((5 - (0!))!) ^ 2)
575             (0!) - ((.2 * (5!)) ^ 2)
576             0 + ((.2 * (5!)) ^ 2)
577             (0!) + ((.2 * (5!)) ^ 2)
578             2 + (((5 - (0!))!) ^ 2)
585             ((0!) + (2 - (5!))) / .2
589             (0!) + ((2 - (5!)) / .2)
590             0 + ((2 - (5!)) / .2)
591             (0!) - ((2 - (5!)) / .2)
593             2 + (((0!) - (5!)) / .2)
594             ((0!) + (.2 - (5!))) / .2
595             ((0!) - (2 - (5!))) / .2
596             ((0!) - (.2 + (5!))) / .2
597             (0!) + (2 - ((5!) / .2))
598             0 + (2 - ((5!) / .2))
599             0 + ((.2 - (5!)) / .2)
600             0 + ((5!) / (.2 % 2))
601             0 + ((.2 + (5!)) / .2)
602             0 + (2 + ((5!) / .2))
603             (0!) + (2 + ((5!) / .2))
604             ((0!) - (.2 - (5!))) / .2
605             ((0!) - (2 + (5!))) / .2
606             ((0!) + (.2 + (5!))) / .2
607             2 + (((0!) + (5!)) / .2)
609             (0!) - ((2 + (5!)) / .2)
610             0 + ((2 + (5!)) / .2)
611             (0!) + ((2 + (5!)) / .2)
615             ((0!) + (2 + (5!))) / .2
624             (0!) - (5 ^ (2 + 2))
625             0 + (5 ^ (2 + 2))
626             (0!) + (5 ^ (2 + 2))
630             ((5!) + (((0!) + 2)!)) / .2
676             ((0!) + (5 / .2)) ^ 2
696             (5!) * (.2 - (((0!) + 2)!))
713             2 + (5 - ((((0!) + 2)!)!))
715             √((5 - ((((0!) + 2)!)!)) ^ 2)
716             2 + (2 - (((0!) + 5)!))
717             (0!) + (2 - (((5 - 2)!)!))
718             0 + (2 - (((5 - 2)!)!))
719             (0!) - ((5 + (.2 / .2))!)
720             0 + ((5 + (.2 / .2))!)
721             (0!) + ((5 + (.2 / .2))!)
722             0 + (2 + (((5 - 2)!)!))
723             (0!) + (2 + (((5 - 2)!)!))
724             2 + (2 + (((0!) + 5)!))
725             √((5 + ((((0!) + 2)!)!)) ^ 2)
727             2 + (5 + ((((0!) + 2)!)!))
744             (5!) * (.2 + (((0!) + 2)!))
750             ((5!) / ((0!) - .2)) / .2
838             2 - ((5!) + ((((0!) + 2)!)!))
840             √(((5!) + ((((0!) + 2)!)!)) ^ 2)
842             2 + ((5!) + ((((0!) + 2)!)!))
900             (((0!) + 5) / .2) ^ 2
960             (5!) * (2 ^ ((0!) + 2))
961             ((0!) - (2 ^ 5)) ^ 2
1000            (5!) / ((0!) % .22)
1007            (0!) - (.2 * ((2 + 5)!))
1008            0 + (.2 * ((2 + 5)!))
1009            (0!) + (.2 * ((2 + 5)!))
1023            (0!) - ((2 + 2) ^ 5)
1024            0 + ((2 + 2) ^ 5)
1025            (0!) + ((2 + 2) ^ 5)
1080            (5!) * ((0!) - (2 / .2))
1089            ((0!) + (2 ^ 5)) ^ 2
1152            2 * (((5 - (0!))!) ^ 2)
1190            (2 * ((0!) - (5!))) / .2
1195            ((0!) - (2 * (5!))) / .2
1198            2 * ((0!) - ((5!) / .2))
1199            (0!) - ((5!) / (.2 / 2))
1200            0 + ((5!) / (.2 / 2))
1201            (0!) + ((5!) / (.2 / 2))
1202            2 * ((0!) + ((5!) / .2))
1205            ((0!) + (2 * (5!))) / .2
1210            (2 * ((0!) + (5!))) / .2
1215            (((0!) + 2) ^ 5) / .2
1250            (5 / .02) / .2
1296            (((0!) + 5) ^ 2) ^ 2
1320            (5!) * ((0!) + (2 / .2))
1430            2 * (5 - ((((0!) + 2)!)!))
1435            5 - (2 * ((((0!) + 2)!)!))
1436            2 * (2 - (((0!) + 5)!))
1438            2 * ((0!) - (((5 - 2)!)!))
1439            (0!) - (2 * (((5 - 2)!)!))
1440            0 + (2 * (((5 - 2)!)!))
1441            (0!) + (2 * (((5 - 2)!)!))
1442            2 * ((0!) + (((5 - 2)!)!))
1444            2 * (2 + (((0!) + 5)!))
1445            5 + (2 * ((((0!) + 2)!)!))
1450            2 * (5 + ((((0!) + 2)!)!))
1560            (5!) + (2 * ((((0!) + 2)!)!))
1600            (2 / .05) ^ 2
1680            2 * ((5!) + ((((0!) + 2)!)!))
1800            ((((0!) + 5)!) / 2) / .2
2046            2 - (2 ^ (√((0!) + (5!))))
2048            2 ^ ((0!) + (2 * 5))
2050            2 + (2 ^ (√((0!) + (5!))))
2304            (2 * ((5 - (0!))!)) ^ 2
2519            (0!) - (((2 + 5)!) / 2)
2520            0 + (((2 + 5)!) / 2)
2521            (0!) + (((2 + 5)!) / 2)
2760            (5!) * ((0!) - ((2 + 2)!))
2879            (0!) - ((5!) * ((2 + 2)!))
2880            0 + ((5!) * ((2 + 2)!))
2881            (0!) + ((5!) * ((2 + 2)!))
2975            (((0!) - (5!)) / .2) / .2
2995            ((0!) - ((5!) / .2)) / .2
2999            (0!) - (((5!) / .2) / .2)
3000            0 + (((5!) / .2) / .2)
3001            (0!) + (((5!) / .2) / .2)
3005            ((0!) + ((5!) / .2)) / .2
3024            (((2 / .2) - (0!))!) / (5!)
3025            (((0!) + (5!)) / .2) / .2
3123            2 - (5 ^ ((0!) / .2))
3124            (0!) - (√(5 ^ (2 / .2)))
3125            0 + (√(5 ^ (2 / .2)))
3126            (0!) + (√(5 ^ (2 / .2)))
3127            2 + (5 ^ ((0!) / .2))
3480            (5!) - (((((0!) + 2)!)!) / .2)
3481            ((0!) - ((5!) / 2)) ^ 2
3575            (5 - ((((0!) + 2)!)!)) / .2
3590            (2 - (((0!) + 5)!)) / .2
3595            ((0!) - (((5 - 2)!)!)) / .2
3598            2 - ((((0!) + 5)!) / .2)
3599            (0!) - ((((5 - 2)!)!) / .2)
3600            0 + ((((5 - 2)!)!) / .2)
3601            (0!) + ((((5 - 2)!)!) / .2)
3602            2 + ((((0!) + 5)!) / .2)
3605            ((0!) + (((5 - 2)!)!)) / .2
3610            (2 + (((0!) + 5)!)) / .2
3625            (5 + ((((0!) + 2)!)!)) / .2
3720            (5!) + (((((0!) + 2)!)!) / .2)
3721            ((0!) + ((5!) / 2)) ^ 2
3840            (5!) * (2 ^ ((0!) / .2))
3888            ((((0!) + 2)!) ^ 5) / 2
4094            2 - (√(2 ^ ((5 - (0!))!)))
4095            (0!) - (√(2 ^ (.2 * (5!))))
4096            0 + (√(2 ^ (.2 * (5!))))
4097            (0!) + (√(2 ^ (.2 * (5!))))
4098            2 + (√(2 ^ ((5 - (0!))!)))
4200            ((5!) + ((((0!) + 2)!)!)) / .2
4320            (5!) * ((((0!) + 2)!) ^ 2)
4920            (5!) - ((2 + ((0!) / .2))!)
5035            5 - ((2 + ((0!) / .2))!)
5037            (0!) + (2 - ((2 + 5)!))
5038            0 + (2 - ((2 + 5)!))
5039            (0!) - ((5 + (√(2 + 2)))!)
5040            0 + ((5 + (√(2 + 2)))!)
5041            (0!) + ((5 + (√(2 + 2)))!)
5042            0 + (2 + ((2 + 5)!))
5043            (0!) + (2 + ((2 + 5)!))
5045            5 + ((2 + ((0!) / .2))!)
5160            (5!) + ((2 + ((0!) / .2))!)
5998            2 - ((5!) / .02)
6000            √(((5!) / .02) ^ 2)
6002            2 + ((5!) / .02)
6250            2 * (5 ^ ((0!) / .2))
7199            (0!) - (((5!) ^ 2) / 2)
7200            0 + (((5!) ^ 2) / 2)
7201            (0!) + (((5!) ^ 2) / 2)
7680            (5!) * (2 ^ (((0!) + 2)!))
7774            2 - ((((0!) + 2)!) ^ 5)
7776            √(((((0!) + 2)!) ^ 5) ^ 2)
7778            2 + ((((0!) + 2)!) ^ 5)
8064            .2 * (((0!) + (2 + 5))!)
8192            2 ^ (2 + (√((0!) + (5!))))
9216            ((5!) * ((0!) - .2)) ^ 2
10000           ((5!) / ((0!) + .2)) ^ 2
10078           2 * ((0!) - ((2 + 5)!))
10079           (0!) - (2 * ((2 + 5)!))
10080           0 + (2 * ((2 + 5)!))
10081           (0!) + (2 * ((2 + 5)!))
10082           2 * ((0!) + ((2 + 5)!))
10240           (2 ^ (√((0!) + (5!)))) / .2
12000           2 * ((5!) / .02)
12500           5 / (.02 ^ 2)
12996           ((5!) - (((0!) + 2)!)) ^ 2
13225           (5 - (((0!) / .2)!)) ^ 2
13689           ((0!) + (2 - (5!))) ^ 2
13923           (0!) - ((2 - (5!)) ^ 2)
13924           0 + ((2 - (5!)) ^ 2)
13925           (0!) + ((2 - (5!)) ^ 2)
14159           2 - (((0!) - (5!)) ^ 2)
14160           (5!) * (2 - (((0!) / .2)!))
14161           ((0!) - (2 - (5!))) ^ 2
14163           2 + (((0!) - (5!)) ^ 2)
14280           (5!) - ((((0!) / .2)!) ^ 2)
14376           (5!) * (.2 - (((0!) / .2)!))
14395           5 - ((((0!) / .2)!) ^ 2)
14397           (0!) + (2 - ((5!) ^ 2))
14398           0 + (2 - ((5!) ^ 2))
14399           (0!) - ((5!) ^ (√(2 + 2)))
14400           0 + ((5!) ^ (√(2 + 2)))
14401           (0!) + ((5!) ^ (√(2 + 2)))
14402           0 + (2 + ((5!) ^ 2))
14403           (0!) + (2 + ((5!) ^ 2))
14405           5 + ((((0!) / .2)!) ^ 2)
14424           (5!) * (.2 + (((0!) / .2)!))
14520           (5!) + ((((0!) / .2)!) ^ 2)
14639           2 - (((0!) + (5!)) ^ 2)
14640           (5!) * (2 + (((0!) / .2)!))
14641           ((0!) - (2 + (5!))) ^ 2
14643           2 + (((0!) + (5!)) ^ 2)
14883           (0!) - ((2 + (5!)) ^ 2)
14884           0 + ((2 + (5!)) ^ 2)
14885           (0!) + ((2 + (5!)) ^ 2)
15129           ((0!) + (2 + (5!))) ^ 2
15552           2 * ((((0!) + 2)!) ^ 5)
15623           2 - (5 ^ (((0!) + 2)!))
15624           (0!) - (√(√(5 ^ ((2 + 2)!))))
15625           0 + (√(√(5 ^ ((2 + 2)!))))
15626           (0!) + (√(√(5 ^ ((2 + 2)!))))
15627           2 + (5 ^ (((0!) + 2)!))
15876           ((5!) + (((0!) + 2)!)) ^ 2
16384           √(√((0!) / (.2 % (2 / (5!)))))
16807           (2 + ((0!) / .2)) ^ 5
17280           .2 * ((5!) * ((((0!) + 2)!)!))
18000           ((((0!) + 5)!) / .2) / .2
20160           (((0!) + (2 + 5))!) / 2
20480           (√(2 ^ ((5 - (0!))!))) / .2
20736           (.2 * (((0!) + 5)!)) ^ 2
22500           ((5!) / ((0!) - .2)) ^ 2
25195           ((0!) - ((2 + 5)!)) / .2
25199           (0!) - (((2 + 5)!) / .2)
25200           0 + (((2 + 5)!) / .2)
25201           (0!) + (((2 + 5)!) / .2)
25205           ((0!) + ((2 + 5)!)) / .2
28322           2 * (((0!) - (5!)) ^ 2)
28798           2 * ((0!) - ((5!) ^ 2))
28799           (0!) - (2 * ((5!) ^ 2))
28800           0 + (2 * ((5!) ^ 2))
28801           (0!) + (2 * ((5!) ^ 2))
28802           2 * ((0!) + ((5!) ^ 2))
29282           2 * (((0!) + (5!)) ^ 2)
30000           ((5!) / .02) / .2
30239           (0!) - (((2 / .2)!) / (5!))
30240           0 + (((2 / .2)!) / (5!))
30241           (0!) + (((2 / .2)!) / (5!))
31250           2 * (5 ^ (((0!) + 2)!))
32767           (0!) - (√(√(2 ^ ((5!) / 2))))
32768           0 + (√(√(2 ^ ((5!) / 2))))
32769           (0!) + (√(√(2 ^ ((5!) / 2))))
38880           ((((0!) + 2)!) ^ 5) / .2
40200           (5!) - ((2 ^ ((0!) + 2))!)
40315           5 - ((2 ^ ((0!) + 2))!)
40318           2 - (((0!) + (2 + 5))!)
40319           (0!) - (((2 + 2) / .5)!)
40320           0 + (((2 + 2) / .5)!)
40321           (0!) + (((2 + 2) / .5)!)
40322           2 + (((0!) + (2 + 5))!)
40325           5 + ((2 ^ ((0!) + 2))!)
40440           (5!) + ((2 ^ ((0!) + 2))!)
43200           ((5!) * ((((0!) + 2)!)!)) / 2
56644           (2 * ((0!) - (5!))) ^ 2
57121           ((0!) - (2 * (5!))) ^ 2
57599           (0!) - ((2 * (5!)) ^ 2)
57600           0 + ((2 * (5!)) ^ 2)
57601           (0!) + ((2 * (5!)) ^ 2)
58081           ((0!) + (2 * (5!))) ^ 2
58564           (2 * ((0!) + (5!))) ^ 2
59049           (((0!) + 2) ^ 5) ^ 2
62500           (5 / .02) ^ 2
65535           (0!) - (√(2 ^ (2 ^ 5)))
65536           0 + (√(2 ^ (2 ^ 5)))
65537           (0!) + (√(2 ^ (2 ^ 5)))
70805           (((0!) - (5!)) ^ 2) / .2
71995           ((0!) - ((5!) ^ 2)) / .2
71999           (0!) - (((5!) ^ 2) / .2)
72000           0 + (((5!) ^ 2) / .2)
72001           (0!) + (((5!) ^ 2) / .2)
72005           ((0!) + ((5!) ^ 2)) / .2
72576           .2 * (((2 * 5) - (0!))!)
73205           (((0!) + (5!)) ^ 2) / .2
78125           (5 ^ (((0!) + 2)!)) / .2
80640           2 * (((0!) + (2 + 5))!)
86160           (5!) * (2 - ((((0!) + 2)!)!))
86376           (5!) * (.2 - ((((0!) + 2)!)!))
86398           2 - ((5!) * ((((0!) + 2)!)!))
86400           √(((5!) * ((((0!) + 2)!)!)) ^ 2)
86402           2 + ((5!) * ((((0!) + 2)!)!))
86424           (5!) * (.2 + ((((0!) + 2)!)!))
86640           (5!) * (2 + ((((0!) + 2)!)!))
99999           (0!) - ((2 / .2) ^ 5)
100000          0 + ((2 / .2) ^ 5)
100001          (0!) + ((2 / .2) ^ 5)
103680          .2 * ((((0!) + 5)!) ^ 2)
129600          ((((0!) + 5)!) / 2) ^ 2
161051          ((0!) + (2 / .2)) ^ 5
172800          2 * ((5!) * ((((0!) + 2)!)!))
181440          (((2 * 5) - (0!))!) / 2
201600          (((0!) + (2 + 5))!) / .2
248832          (2 * (((0!) + 2)!)) ^ 5
259200          ((((0!) + 5)!) ^ 2) / 2
262144          √(2 ^ (((0!) + 5) ^ 2))
300000          (5!) / (.02 ^ 2)
331776          (((5 - (0!))!) ^ 2) ^ 2
332640          (((0!) + (2 / .2))!) / (5!)
345600          .2 * ((5!) ^ ((0!) + 2))
354025          (((0!) - (5!)) / .2) ^ 2
358801          ((0!) - ((5!) / .2)) ^ 2
359999          (0!) - (((5!) / .2) ^ 2)
360000          0 + (((5!) / .2) ^ 2)
360001          (0!) + (((5!) / .2) ^ 2)
361201          ((0!) + ((5!) / .2)) ^ 2
362760          (5!) - (((2 / .2) - (0!))!)
362875          5 - (((2 / .2) - (0!))!)
362878          2 - (((2 * 5) - (0!))!)
362879          (0!) - ((5 * (2 - .2))!)
362880          0 + ((5 * (2 - .2))!)
362881          (0!) + ((5 * (2 - .2))!)
362882          2 + (((2 * 5) - (0!))!)
362885          5 + (((2 / .2) - (0!))!)
363000          (5!) + (((2 / .2) - (0!))!)
366025          (((0!) + (5!)) / .2) ^ 2
390625          5 ^ (2 ^ ((0!) + 2))
432000          ((5!) * ((((0!) + 2)!)!)) / .2
511225          (5 - ((((0!) + 2)!)!)) ^ 2
515524          (2 - (((0!) + 5)!)) ^ 2
516961          ((0!) - (((5 - 2)!)!)) ^ 2
518280          (5!) - (((((0!) + 2)!)!) ^ 2)
518395          5 - (((((0!) + 2)!)!) ^ 2)
518398          2 - ((((0!) + 5)!) ^ 2)
518399          (0!) - ((((5 - 2)!)!) ^ 2)
518400          0 + ((((5 - 2)!)!) ^ 2)
518401          (0!) + ((((5 - 2)!)!) ^ 2)
518402          2 + ((((0!) + 5)!) ^ 2)
518405          5 + (((((0!) + 2)!)!) ^ 2)
518520          (5!) + (((((0!) + 2)!)!) ^ 2)
519841          ((0!) + (((5 - 2)!)!)) ^ 2
521284          (2 + (((0!) + 5)!)) ^ 2
525625          (5 + ((((0!) + 2)!)!)) ^ 2
604800          (5!) * ((2 + ((0!) / .2))!)
705600          ((5!) + ((((0!) + 2)!)!)) ^ 2
725759          (0!) - (((2 / .2)!) / 5)
725760          0 + (((2 / .2)!) / 5)
725761          (0!) + (((2 / .2)!) / 5)
759375          (((0!) + 2) / .2) ^ 5
864000          ((5!) ^ ((0!) + 2)) / 2
1036800         2 * ((((0!) + 5)!) ^ 2)
1048576         2 ^ ((5 - (0!)) / .2)
1596672         .2 * (.2 * ((√((0!) + (5!)))!))
1727998         2 - ((5!) ^ ((0!) + 2))
1728000         √(((5!) ^ ((0!) + 2)) ^ 2)
1728002         2 + ((5!) ^ ((0!) + 2))
1814399         (0!) - (.5 * ((2 / .2)!))
1814400         0 + (.5 * ((2 / .2)!))
1814401         (0!) + (.5 * ((2 / .2)!))
1953125         5 ^ ((2 / .2) - (0!))
2073600         (2 * (((0!) + 5)!)) ^ 2
2592000         ((((0!) + 5)!) ^ 2) / .2
3456000         2 * ((5!) ^ ((0!) + 2))
3628679         (0!) + ((5!) - ((2 / .2)!))
3628680         0 + ((5!) - ((2 / .2)!))
3628681         (0!) - ((5!) - ((2 / .2)!))
3628794         (0!) + (5 - ((2 / .2)!))
3628795         0 + (5 - ((2 / .2)!))
3628796         (0!) - (5 - ((2 / .2)!))
3628797         (0!) + (2 - ((2 * 5)!))
3628798         0 + (2 - ((2 * 5)!))
3628799         (0!) - ((5 * (√(2 + 2)))!)
3628800         0 + ((5 * (√(2 + 2)))!)
3628801         (0!) + ((5 * (√(2 + 2)))!)
3628802         0 + (2 + ((2 * 5)!))
3628803         (0!) + (2 + ((2 * 5)!))
3628804         (0!) - (5 + ((2 / .2)!))
3628805         0 + (5 + ((2 / .2)!))
3628806         (0!) + (5 + ((2 / .2)!))
3628919         (0!) - ((5!) + ((2 / .2)!))
3628920         0 + ((5!) + ((2 / .2)!))
3628921         (0!) + ((5!) + ((2 / .2)!))
3991680         .2 / (2 / ((√((0!) + (5!)))!))
4194304         2 ^ (((5 - (0!))!) - 2)
4838400         (5!) * ((2 ^ ((0!) + 2))!)
6220800         √(.2 * (((((0!) + 2)!)!) ^ 5))
6436343         ((0!) - ((2 + 2)!)) ^ 5
7257598         2 * ((0!) - ((2 * 5)!))
7257599         (0!) - (((2 / .2)!) / .5)
7257600         0 + (((2 / .2)!) / .5)
7257601         (0!) + (((2 / .2)!) / .5)
7257602         2 * ((0!) + ((2 * 5)!))
7962623         (0!) - (((2 + 2)!) ^ 5)
7962624         0 + (((2 + 2)!) ^ 5)
7962625         (0!) + (((2 + 2)!) ^ 5)
7983358         2 - (.2 * ((√((0!) + (5!)))!))
7983360         .2 * (((0!) + (2 * 5))!)
7983362         2 + (.2 * ((√((0!) + (5!)))!))
8388608         2 ^ ((.2 * (5!)) - (0!))
8640000         ((5!) ^ ((0!) + 2)) / .2
9765624         (0!) - (5 ^ (2 / .2))
9765625         0 + (5 ^ (2 / .2))
9765626         (0!) + (5 ^ (2 / .2))
9979200         (((√((0!) + (5!)))!) / 2) / 2
12960000        ((((0!) + 5)!) / .2) ^ 2
15966720        .2 * (2 * ((√((0!) + (5!)))!))
16777214        2 - (2 ^ ((5 - (0!))!))
16777215        (0!) - (2 ^ (.2 * (5!)))
16777216        0 + (2 ^ (.2 * (5!)))
16777217        (0!) + (2 ^ (.2 * (5!)))
16777218        2 + (2 ^ ((5 - (0!))!))
18143995        ((0!) - ((2 * 5)!)) / .2
18143999        (0!) - (5 * ((2 / .2)!))
18144000        0 + (5 * ((2 / .2)!))
18144001        (0!) + (5 * ((2 / .2)!))
18144005        ((0!) + ((2 * 5)!)) / .2
19958398        2 - (((√((0!) + (5!)))!) / 2)
19958399        (2 - ((√((0!) + (5!)))!)) / 2
19958400        (((0!) + (2 * 5))!) / 2
19958401        (2 + ((√((0!) + (5!)))!)) / 2
19958402        2 + (((√((0!) + (5!)))!) / 2)
24300000        ((((0!) + 2)!) / .2) ^ 5
25391521        ((0!) - ((2 + 5)!)) ^ 2
25401599        (0!) - (((2 + 5)!) ^ 2)
